Year,Population_of_England_millions,Total_Arable_and_Sown_Acreage,Wheat_Bushels_per_Acre,Rye_Bushels_per_Acre,Barley_Bushels_per_Acre,Oats_Bushels_per_Acre,Pulses_Bushels_per_Acre,Wheat_Million_Bushels,Rye_Million_Bushels,Barley_Million_Bushels,Oats_Million_Bushels,Pulses_Million_Bushels,Cattle_Million,Sheep_Million,Pigs_Million,Milk_Million_Gals,Beef_Million_Lbs,Veal_Million_Lbs,Mutton_Million_Lbs,Pork_Million_Lbs,Wool_Million_Lbs,Hides_Million_Lbs,Hay_Million_Tons,Arable_Output,Pastoral_Output,Total_Agricultural_Output,Current_Price_Arable_Output_Percent,Current_Price_Livestock_Output_Percent,Constant_Price_Arable_Output_Percent,Constant_Price_Livestock_Output_Percent,Tin_Output,Iron_Output,Coal_Output,Wool_Textile_Output,Leather_Output,Foodstuffs_Output,Construction_Output,Printed_Books_Output,Metal_and_Mining_Output,Textiles_and_Leather_Output,Other_Industries_Output,Total_Industry_Output,Government_Services_Output,Trade_and_Transport_Output,Financial_Services_Output,Housing_and_Domestic_Services_Output,Total_Services_Output,England_Real_GDP_Agriculture,England_Real_GDP_Industry,England_Real_GDP_Services,England_Real_GDP,England_Nominal_GDP_mn_P,Price_Index_Agriculture_England,Price_Index_Industry_England,Price_Index_Services_England,Price_Index_GDP_Deflator_England,England_Population_mn,Nom_GDP_per_capita_England,Real_GDP_per_capita_England,GDP_deflator_market_prices,GDP_deflator_factor_cost,Total_Coin_mn_GBP,Total_tax_revenue_000_GBP,Average_weekly_earnings_GBP,Consumer_price_index,Annual_inflation_rate,Farm_wage_rates_GBP,Coal_mining_wages_GBP,Craftsmen_wages_GBP,Labourer_wages_GBP,Average_male_wage_pence_per_day_England,Real_consumtion_earnings,Growth_consumption_earnings,Work_days_England,Annual_average_working_hours_England,Real_consumption_earnings_Growth_GB,Net_Emigration_England_000s,Sacks_of_Wool_Thousands,Total_doth_equivalent,Decline_in_export_volume,English_export_volumes,Consumer_price_inflation,Filtered_Log_of_Real_GDP_Hodrick_Prescott,Average_Weekly_Earning_UK,Average_Weekly_Work_Hours,Trade_Volumes_in_UK
1280,4.45548439315074,12.5718893409797,7.18568430865316,8.17353070182381,7.8658404332349,9.3941124737532,3.48423513989474,16.7065770365385,6.0625265079505,9.76173210045492,19.7215583673827,0.579905879604177,1.53708411889907,12.9780805826886,0.973417187165274,47.7593994086496,11.9892561274127,2.2537299249548,74.2346209329788,30.526362989503,16.5361161581673,6.36763341243675,0.120149105307249,69.3341485330558,52.2674755991083,59.3161689366565,54.3822085251103,45.6177914748897,65.30,34.70,,,,18.6067030291848,47.4779339616533,9.38606929867482,16.711948740972,,,28.9278194011784,10.3398423118061,22.2914000117571,2.38785950784214,3.98493110951595,76.6861834815482,85.7515706064938,38.1297191550432,59.3161689366565,22.2914000117571,38.1297191550432,36.7704105379889,4.27297562120035,19.5854009528087,14.5206701481216,18.1407475726068,17.6268098828761,4.46,0.95,715.38,0.13,0.15,0.62,30,0.03,0.14,13.2,1.42,,3.427,1.469,2.026,29.2,-3.11,,2238,-3.11,,24,104,,1138573,13.20,-5.22,0.033,44.57,21.4
1281,4.48423545548335,12.5879238942801,7.7981240280892,17.5115000217217,12.8686251506551,9.41705204500976,3.76101513430193,18.4247661878352,12.8158800050319,16.0111304530893,19.883002088534,0.648986590195417,1.56434349157638,12.8190785525938,0.973417187165274,48.6063870596945,12.2018792342957,2.29605874227109,73.3251293208363,30.526362989503,15.9705553922651,6.40735539741211,0.120754288409057,85.9443355971925,51.9402106914308,67.118025408598,58.0318172244006,41.9681827755995,70.70,29.30,,,,16.4761223055811,47.7741064416523,10.6891535454057,16.8055426233178,,,27.6647736392491,11.1914720703622,22.8111874453896,2.06947824012986,4.30861390849573,77.6033989444963,86.3049220569931,38.3873256691182,67.118025408598,22.8111874453896,38.3873256691182,39.1023286838142,4.29064696307813,19.6102266075173,13.847283941488,15.1789202092498,16.6441623813889,4.48,0.95,755.87,0.13,0.14,0.58,18,0.03,0.13,-6.62,1.38,,2.492,1.19,1.795,27.69,-5.16,,2238,-5.16,,26,112,,1223966,-6.62,1.76,0.029,44.57,23.0
1282,4.51317204726963,12.6040619179107,8.03000946226806,7.43072297834602,9.94671229837305,10.1933505868593,4.30273760850313,19.2776293509626,5.36438614020612,12.4074296173108,21.645481465203,0.768963031606002,1.5779299522897,12.9642720343109,0.959269695425154,49.0285378032872,12.3078536278597,2.31838327241975,74.1556360362585,30.0826976485328,15.7843653667184,6.46507351561214,0.121810469993256,79.4263624637856,52.0452996894006,64.0448761401129,61.01813845797,38.98186154203,67.90,32.10,,,,15.6846573647763,48.2044605193446,10.26554511357,16.8997404632377,,,27.3100942412886,10.9473030427802,22.1359347481472,0.902080258518142,4.15307173834006,78.531584886966,86.861844262239,38.2691697722227,64.0448761401129,22.1359347481472,38.2691697722227,37.9564593215043,4.58602456638573,20.8059423464934,15.5458523144919,17.7433183878699,18.3270458946895,4.51,1.01,729.02,0.14,0.16,0.61,18,0.03,0.15,15.54,1.34,,2.989,1.678,1.905,25.45,-8.12,,2239,-8.12,,25,107,,1176525,15.54,-0.54,0.031,44.58,22.1
1283,4.5422953657237,12.6203040795615,5.54326442428401,7.43072297834602,10.0630614733139,9.90286940979729,2.27100622641774,13.5195982262781,5.29008472876444,12.5848817389105,21.1493206058864,0.419938875131735,1.54165730399258,13.4018625607474,0.955813035329376,47.9014948026266,12.0249269711421,2.26742013449937,76.6586538474749,29.9742967879292,15.9376756565113,6.51237449454904,0.124576050941868,66.1343554540728,52.3908166371663,57.8432890838645,57.8374786728713,42.1625213271288,63.90,36.10,,,,16.3108597065411,48.5571430010185,9.33134157460761,16.9945461580457,,,27.8385165364509,10.3792112113313,21.4864627922229,0.795953169280714,4.11082508255042,79.4708725228605,87.4223602641688,38.4825375531372,57.8432890838645,21.4864627922229,38.4825375531372,36.1109222828537,4.36635198078303,21.8064104906001,13.7919867322268,17.6869520001101,18.3409550164339,4.54,0.95,689.13,0.14,0.16,0.63,17,0.03,0.15,-3.7,1.32,,3.067,1.497,1.88,26.07,2.46,,2240,2.46,,25,109,,1195501,-3.70,-5.05,0.031,44.60,22.5
1284,4.57160661578527,12.6366510512308,7.5587384522802,7.43072297834602,10.8646150584863,8.90496374962922,4.17444588861098,18.7259839321521,5.21530494251147,13.6224255203057,19.1273310245005,0.797951115064475,1.49054128386519,13.5113323727923,0.887198903579244,46.3132470343826,11.6262220141485,2.19449604588454,77.2848211723719,27.8225576162451,15.6852905703023,6.43874546790219,0.125202208439751,77.6280016260264,51.3919279868201,62.856639701393,64.2845692388521,35.7154307611479,67.70,32.30,,,,13.2341557724036,48.0081550429535,10.2055343489909,17.089963630205,,,25.6654405357886,10.9590954626391,21.1639471751613,0.725201776455761,4.72651526912485,80.4213946354844,87.9864932534086,38.900424253003,62.856639701393,21.1639471751613,38.900424253003,37.3711735875165,4.39259608606615,21.0045424893546,13.6401112009872,17.306001007417,17.8289726153111,4.57,0.95,708.6,0.13,0.15,0.66,16,0.03,0.15,0.7,1.46,,3.064,1.394,1.983,27.31,4.74,,2242,4.74,,31,132,,1446936,0.70,-1.37,0.032,44.64,27.2
1285,4.60110701016948,12.6531035092535,7.7663411738084,11.3359039572693,9.89716816575203,10.1080176994537,7.97498508730532,19.5410101279071,7.84136909564171,12.4416068879856,21.836187840557,1.57450010903622,1.47466066237706,13.4170885591472,0.902562332958468,45.8198134381445,11.5023531665411,2.17334928221074,76.7457465583218,28.3043547615776,15.1959834467644,6.40224945360018,0.126401276652272,83.0584471182249,50.9028700796224,65.2167827467524,58.8285410934242,41.1714589065758,69.80,30.20,,,,11.1986434904832,47.7360358356025,10.6570607312785,17.1859968274904,,,24.2603199810089,11.2708686186213,20.8363366039801,0.654450383630809,4.4220740614331,81.3832855963153,88.5542665702326,39.0505917949557,65.2167827467524,20.8363366039801,39.0505917949557,37.8679775610103,3.83000341088851,17.1055543370153,13.0981861307683,15.2888744738091,15.3415356549718,4.6,0.83,713.42,0.12,0.13,0.72,16,0.03,0.12,-16.05,1.39,,2.748,1.305,1.871,30.7,12.43,,2244,12.43,,27,118,,1290382,-16.05,-0.02,0.031,44.70,24.3
1286,4.63079776941706,12.6696621343289,7.66541943314417,7.67923158580432,11.1084838987904,8.47791866248791,3.71169184894301,19.585797822857,5.23366514513052,14.0007109261735,18.4200343033137,0.756252707831121,1.44812667757232,12.6324467953982,0.892984575105615,44.9953646245686,11.2953880850641,2.13643963513951,72.2575956696779,28.0039962753121,14.6649932910174,6.20683541008363,0.127253595355664,79.3737585839383,49.2309061324103,62.6159735679301,64.4099716093973,35.5900283906027,68.90,31.10,,,,12.7973883407369,46.2790023582767,10.2980901442484,17.2826497231514,,,24.7666609846883,11.0683699670432,21.0003683659341,1.13202228519924,4.07056171464653,82.3566813839988,89.125703705529,39.3420408703941,62.6159735679301,21.0003683659341,39.3420408703941,37.3583000530708,4.05405757256404,19.1811140176218,13.965894952965,15.1230089726802,16.4605593915345,4.63,0.87,699.3,0.12,0.14,0.79,16,0.03,0.13,8.1,1.3,,2.405,1.37,1.734,26.32,-14.26,,2248,-14.26,,24,104,,1133829,8.10,-1.53,0.028,44.77,21.3
1287,4.66068012194486,12.6863276115487,10.3422908917048,15.230066770621,12.8973631480476,8.59749566909177,4.40029115288302,26.8310658898755,10.223574710338,16.2978513483761,18.7873384177068,0.924538375446454,1.4709523247364,11.7069019413924,0.921562589336334,45.7045900900237,11.4734281329439,2.17234755015854,66.9634791047644,28.9002028015874,13.9220056345727,6.01461496053858,0.1269400634165,102.265893184927,47.9441437194926,72.9516621656595,63.4680454455576,36.5319545544424,74.90,25.10,,,,12.5879762217411,44.845780748541,12.0753638214726,17.3799263160768,,,24.1197517530609,12.2219404256644,22.5989044087706,1.78647266883005,4.23658398902503,83.3417196035716,89.7008283017715,39.8364462158522,72.9516621656595,22.5989044087706,39.8364462158522,40.9218412271259,4.32631966295096,17.894294317713,13.7046680071187,15.9466362708497,16.036338817918,4.66,0.92,761.1,0.12,0.14,0.82,23,0.03,0.12,-10.01,1.34,,2.796,1.473,1.877,31.65,20.23,,2252,20.23,,24,102,,1119596,-10.01,7.26,0.031,44.85,21.1
1288,4.69075530409664,12.7031006304254,9.34487840919709,10.4633671748215,12.391511722044,9.59770415510463,5.4829470436828,24.6123510368428,6.91576734884526,15.6997305099824,21.0937837227124,1.18710804170401,1.4449110748643,11.3210933695392,0.937134549342967,44.8954512547121,11.2703063839415,2.13608470700938,64.7566540737641,29.3885394673955,13.7837491856547,5.90751662366874,0.127814502272881,96.3681328031858,47.2355054154258,69.770077290457,53.7862290913122,46.2137709086878,73.70,26.30,,,,11.0859690313532,44.0472410971569,11.6232537367616,17.4778306309602,,,22.8692257118821,11.9606529282771,21.5412610840243,1.857224061655,4.46811926566,84.3385395059139,90.2796641539981,40.1889039716242,69.770077290457,21.5412610840243,40.1889039716242,39.702017918087,3.70576076606007,14.1443303256143,14.841200000259,14.3927541551245,14.1581523759246,4.69,0.79,733.68,0.11,0.12,0.82,26,0.03,0.1,-18.14,1.29,,2.495,1.489,1.802,37.13,17.33,,2257,17.33,,27,115,,1261918,-18.14,3.80,0.029,44.95,23.8
1289,4.72102456019424,12.7199818849212,6.98300521751975,9.19267179790916,9.4170241120383,8.87818492421341,9.27599062683083,18.669120948727,5.98037230198462,11.9625683233658,19.6248740704204,2.06809182504465,1.41965442129126,11.4464837642853,0.952950281593506,44.1106909472642,11.0733044860718,2.10090603994284,65.4738871317118,29.8845208307723,14.2605181998197,5.89889462450918,0.128687085669532,78.0525270876643,47.6191577528942,61.178544956621,49.8909609396529,50.1090390603472,69.50,30.50,,,,9.66178790027847,43.9829543079841,10.257727073924,17.5763667184661,,,21.9311903841926,11.1197722047283,19.6585813387854,1.57421849035519,4.58813816799122,85.347282007435,90.8622352107948,40.4117974936895,61.178544956621,19.6585813387854,40.4117974936895,36.6595090097992,3.63653694398483,15.4979659007868,14.3192499226671,15.8038860619759,15.0467652011242,4.72,0.77,673.11,0.11,0.13,0.81,27,0.03,0.11,8.11,1.26,,2.967,1.422,1.848,35.21,-5.17,,2263,-5.17,,30,128,,1399496,8.11,-4.75,0.030,45.06,26.3
1290,4.75148914258905,12.7369720734761,6.69897996406472,8.4634130649074,7.91097466644285,11.0715253091847,4.9512889192425,18.1776331297878,5.41743029035508,10.0759952031698,24.614296451648,1.1359965090932,1.45945491364924,12.0791264922202,0.953152958014926,45.347349102673,11.3837483264641,2.16202799320399,69.0926035354995,29.8908767633481,15.3907072384019,6.0863618382678,0.1283634772548,77.0325913601304,49.6020522370163,61.6784230588902,58.5992674025057,41.4007325974943,68.50,31.50,,,,10.3172804510171,45.3807351503019,10.4082745350368,17.5651423905046,,,22.8520420343363,11.21238353551,20.1516671747933,2.67086507914195,4.8212994627075,86.3680897099934,91.4485655752872,41.0552178019014,61.6784230588902,20.1516671747933,41.0552178019014,37.2060677620644,3.80461487237773,17.895167847657,11.1790925265093,16.278484393473,15.5109612419603,4.75,0.8,678.76,0.12,0.13,0.83,28,0.03,0.12,16.37,1.27,,3.018,1.543,1.855,30.38,-13.72,,2288,-13.72,,31,136,,1484889,16.37,-4.06,0.030,45.56,28.0
1291,4.74897711526454,12.7355711083374,7.67206372423384,8.68435362765542,5.3958407471807,8.46502988670354,1.22059484729079,20.7927938806476,5.56634365342486,6.87104194481507,18.8106190711303,0.279394033185878,1.49118162265112,12.7129113863153,0.96705486987094,46.3331432752312,11.6312166566787,2.21130074320549,72.7178531297236,30.3268407191527,16.0902605640461,6.29734519457894,0.129132991169692,73.3049191255597,51.3205925674859,60.7480143061824,62.7886385135374,37.2113614864626,66.70,33.30,,,,12.0292643456553,46.9538555247229,10.248310932022,17.5606814593553,,,24.5143838975925,11.1096825032356,20.7505731573749,3.58458207990104,4.54453293071262,85.0019659997351,91.4002183543174,41.1541041248808,60.7480143061824,20.7505731573749,41.1541041248808,37.2777166870997,4.25935308292673,20.4712684231521,13.3533620170831,16.6543890887634,17.3314988851439,4.75,0.9,680.43,0.13,0.15,0.85,48,0.03,0.15,17.12,1.4,,2.772,1.299,1.862,26.03,-14.33,,2294,-14.33,,28,120,,1309569,17.12,-4.89,0.030,45.68,24.7
1292,4.74646641600394,12.75,7.62570822062608,10.7493298293509,8.27490860046264,8.33252536755388,8.50000709200533,20.4981644050163,6.9976184441904,10.520450036913,18.5036663753273,1.90402580515362,1.50795171365634,13.3322081060914,0.953285463447331,46.8542139600363,11.7620233665195,2.23847033653724,76.2602303668429,29.8950321337083,16.7608325907231,6.4064943466069,0.128112113042619,79.9712286120918,52.6230455651726,64.5943061754659,61.0556222307888,38.9443777692112,68.40,31.60,,,,15.424108445677,47.7676863306598,10.8940452270223,17.5562218147592,,,26.986546916637,11.5183700781841,22.7334275776602,4.63887092693076,4.39938502610201,83.6574508951318,91.3518966936585,41.331730309468,64.5943061754659,22.7334275776602,41.331730309468,39.2585188003028,4.39317894685194,19.7070307409302,13.2714420594338,16.7027355050563,16.9741004480693,4.75,0.93,716.97,0.13,0.15,0.88,56,0.03,0.14,-6.5,1.34,,2.769,1.471,1.849,27.65,6.24,,2299,6.24,,24,105,,1154949,-6.50,-0.95,0.030,45.79,21.7
